Date,Rating
2024-09-23,1400
2024-09-24,1394.01
2024-09-26,1323.42
2024-09-30,1353.06
2024-10-09,1264.31
2024-10-11,1185.71
2024-10-14,1290.47
2024-10-16,1335.41
2024-10-23,1349.02
2024-10-28,1416.49
2024-10-30,1345.79
