Date,Rating
2024-09-23,1400
2024-09-24,1309.44
2024-09-26,1301.25
2024-09-30,1256.56
2024-10-09,1266.27
2024-10-11,1282.21
2024-10-14,1300.95
2024-10-16,1319.27
2024-10-23,1387.81
2024-10-28,1416.96
2024-10-30,1413.94
2024-11-06,1474.99
2024-11-11,1404.37
2024-11-13,1379.7
