Date,Rating
2024-09-24,1400
2024-09-26,1451.73
2024-09-30,1421.07
2024-10-09,1359.65
2024-10-11,1396.79
2024-10-14,1369.89
2024-10-16,1526.07
2024-10-23,1417.82
2024-10-28,1317.34
2024-10-30,1292.69
2024-11-06,1287.73
