Date,Rating
2024-09-23,1400
2024-09-24,1414.52
2024-09-26,1512.08
2024-09-30,1459.54
2024-10-09,1615.83
2024-10-11,1737.54
2024-10-14,1730.3
2024-10-16,1742.78
2024-10-23,1845.83
2024-10-28,1860.09
2024-10-30,1793.24
2024-11-06,1801.71
