Date,Rating
2024-09-23,1400
2024-09-24,1369.83
2024-09-26,1403.83
2024-09-30,1521.05
2024-10-09,1494.78
2024-10-11,1504.16
2024-10-14,1616.26
2024-10-16,1527.79
2024-10-23,1509.37
2024-10-30,1651.09
2024-11-06,1660.44
2024-11-11,1695.83
