Date,Rating
2024-09-23,1400
2024-09-24,1320.43
2024-09-26,1280.95
2024-09-30,1215.56
2024-10-09,1139.93
2024-10-11,1107.11
2024-10-14,1029.66
2024-10-16,1084.73
2024-10-23,1092.86
2024-10-28,1009.9
2024-10-30,1059.8
2024-11-06,1057.2
