Date,Rating
2024-09-23,1400
2024-09-24,1347.5
2024-09-26,1302.45
2024-09-30,1290.45
2024-10-09,1255.6
2024-10-11,1243.85
2024-10-14,1169.64
2024-10-23,1141.36
2024-10-28,1176.91
2024-10-30,1117.63
2024-11-06,1153.45
2024-11-11,1309.97
