Date,Rating
2024-09-23,1400
2024-09-24,1338.74
2024-09-26,1407.32
2024-09-30,1491.61
2024-10-09,1516.87
2024-10-11,1551.72
2024-10-14,1523.24
2024-10-16,1481.37
2024-10-23,1522.25
2024-10-28,1438.35
2024-10-30,1602.02
2024-11-06,1552.84
2024-11-11,1621.92
2024-11-13,1664.67
