Date,Rating
2024-09-23,1400
2024-09-24,1430.11
2024-09-26,1472.35
2024-09-30,1459.49
2024-10-09,1439.51
2024-10-11,1561.5
2024-10-14,1490.88
2024-10-16,1518.46
2024-10-23,1459.32
2024-10-28,1427.25
2024-10-30,1480.1
2024-11-06,1558.4
2024-11-11,1525.03
