Date,Rating
2024-09-23,1400
2024-09-24,1394.01
2024-09-26,1563
2024-09-30,1582.24
2024-10-09,1479.98
2024-10-11,1559.3
2024-10-14,1558.11
2024-10-16,1442.49
2024-10-28,1378.68
2024-10-30,1494.03
2024-11-06,1507.48
2024-11-11,1634.09
