Date,Rating
2024-09-24,1400
2024-09-26,1308.21
2024-09-30,1259.8
2024-10-09,1253.49
2024-10-11,1221.22
2024-10-14,1197.83
2024-10-16,1309.66
2024-10-23,1212.82
2024-10-28,1268.65
2024-10-30,1276.68
