Date,Rating
2024-09-30,1400
2024-10-09,1442.02
2024-10-11,1434.21
2024-10-14,1445.19
2024-10-16,1521.04
2024-10-23,1625.35
2024-10-28,1760.69
2024-10-30,1698.12
2024-11-06,1610.09
2024-11-11,1760.45
