Date,Rating
2024-09-24,1400
2024-09-26,1316.37
2024-09-30,1281.15
2024-10-09,1335.64
2024-10-11,1286.46
2024-10-14,1217.85
2024-10-16,1355.31
2024-10-23,1463.26
2024-10-28,1430.04
2024-10-30,1404.67
