Date,Rating
2024-09-23,1400
2024-09-24,1448.19
2024-09-26,1447.74
2024-09-30,1470.11
2024-10-09,1522.2
2024-10-11,1536.32
2024-10-14,1554.13
2024-10-16,1538.74
2024-10-23,1507.9
2024-10-28,1506.44
2024-10-30,1580.9
2024-11-06,1735.14
2024-11-11,1673.57
