Date,Rating
2024-09-23,1400
2024-09-24,1500.56
2024-09-26,1444.21
2024-09-30,1598.09
2024-10-09,1646.09
2024-10-11,1647.4
2024-10-14,1648.54
2024-10-16,1527.62
2024-11-06,1445.7
