Date,Rating
2024-10-11,1400
2024-10-14,1349.77
2024-10-16,1302.12
2024-10-23,1308.12
2024-10-28,1423.92
2024-10-30,1434.59
2024-11-06,1437.39
2024-11-11,1411.29
2024-11-13,0
