Date,Rating
2024-09-23,1400
2024-09-24,1369.83
2024-09-26,1375.91
2024-09-30,1285.33
2024-10-09,1351.42
2024-10-11,1358.52
2024-10-14,1375.28
2024-10-16,1271.41
2024-10-23,1261.91
2024-10-28,1183.5
2024-10-30,1148.69
2024-11-06,1108.78
2024-11-11,1127.72
