Date,Rating
2024-09-26,1400
2024-09-30,1358.95
2024-10-11,1325.27
2024-10-14,1342.22
2024-10-16,1271.38
2024-10-23,1356.3
2024-10-28,1325.34
2024-10-30,1407.32
2024-11-06,1435.72
2024-11-11,1334.46
2024-11-13,1357.81
