Date,Rating
2024-09-24,1400
2024-09-26,1451
2024-09-30,1421
2024-10-09,1359
2024-10-11,1396
2024-10-14,1369
2024-10-16,1526
2024-10-23,1417
2024-10-28,1317
2024-10-30,1292
